geo_level,geo_code,religion,area,sex,total,geo_version
district,136,Other religions and persuasions,Urban,Male,7,2011
district,136,Religion not stated,Urban,Male,318,2011
district,137,Hindu,Rural,Male,484681,2011
district,137,Muslim,Rural,Male,234158,2011
district,137,Christian,Rural,Male,2424,2011
district,137,Sikh,Rural,Male,2188,2011
district,137,Buddhist,Rural,Male,88,2011
district,137,Jain,Rural,Male,57,2011
district,137,Other religions and persuasions,Rural,Male,9,2011
district,137,Religion not stated,Rural,Male,934,2011
district,137,Hindu,Urban,Male,81208,2011
district,137,Muslim,Urban,Male,155804,2011
district,137,Christian,Urban,Male,695,2011
district,137,Sikh,Urban,Male,656,2011
district,137,Buddhist,Urban,Male,21,2011
district,137,Jain,Urban,Male,212,2011
district,137,Other religions and persuasions,Urban,Male,2,2011
district,137,Religion not stated,Urban,Male,312,2011
district,138,Hindu,Rural,Male,610872,2011
district,138,Muslim,Rural,Male,271935,2011
district,138,Christian,Rural,Male,1406,2011
district,138,Sikh,Rural,Male,6290,2011
district,138,Buddhist,Rural,Male,293,2011
district,138,Jain,Rural,Male,394,2011
district,138,Other religions and persuasions,Rural,Male,37,2011
district,138,Religion not stated,Rural,Male,3693,2011
district,138,Hindu,Urban,Male,558640,2011
district,138,Muslim,Urban,Male,345243,2011
district,138,Christian,Urban,Male,4094,2011
district,138,Sikh,Urban,Male,7404,2011
district,138,Buddhist,Urban,Male,706,2011
district,138,Jain,Urban,Male,9160,2011
district,138,Other religions and persuasions,Urban,Male,81,2011
district,138,Religion not stated,Urban,Male,5495,2011
district,139,Hindu,Rural,Male,410804,2011
district,139,Muslim,Rural,Male,139823,2011
district,139,Christian,Rural,Male,748,2011
district,139,Sikh,Rural,Male,104,2011
district,139,Buddhist,Rural,Male,74,2011
district,139,Jain,Rural,Male,1047,2011
district,139,Other religions and persuasions,Rural,Male,13,2011
district,139,Religion not stated,Rural,Male,1194,2011
district,139,Hindu,Urban,Male,87973,2011
district,139,Muslim,Urban,Male,50325,2011
district,139,Christian,Urban,Male,220,2011
district,139,Sikh,Urban,Male,168,2011
district,139,Buddhist,Urban,Male,21,2011
district,139,Jain,Urban,Male,7443,2011
district,139,Other religions and persuasions,Urban,Male,3,2011
district,139,Religion not stated,Urban,Male,110,2011
district,140,Hindu,Rural,Male,543695,2011
district,140,Muslim,Rural,Male,259971,2011
district,140,Christian,Rural,Male,1272,2011
district,140,Sikh,Rural,Male,1194,2011
district,140,Buddhist,Rural,Male,180,2011
district,140,Jain,Rural,Male,99,2011
district,140,Other religions and persuasions,Rural,Male,5,2011
district,140,Religion not stated,Rural,Male,1806,2011
district,140,Hindu,Urban,Male,1280034,2011
district,140,Muslim,Urban,Male,362865,2011
district,140,Christian,Urban,Male,8371,2011
district,140,Sikh,Urban,Male,10978,2011
district,140,Buddhist,Urban,Male,1695,2011
district,140,Jain,Urban,Male,8310,2011
district,140,Other religions and persuasions,Urban,Male,153,2011
district,140,Religion not stated,Urban,Male,8206,2011
district,141,Hindu,Rural,Male,310293,2011
district,141,Muslim,Rural,Male,46097,2011
district,141,Christian,Rural,Male,503,2011
district,141,Sikh,Rural,Male,488,2011
district,141,Buddhist,Rural,Male,88,2011
district,141,Jain,Rural,Male,78,2011
district,141,Other religions and persuasions,Rural,Male,15,2011
district,141,Religion not stated,Rural,Male,2043,2011
district,141,Hindu,Urban,Male,442732,2011
district,141,Muslim,Urban,Male,69886,2011
district,141,Christian,Urban,Male,3230,2011
district,141,Sikh,Urban,Male,4229,2011
district,141,Buddhist,Urban,Male,385,2011
district,141,Jain,Urban,Male,2221,2011
district,141,Other religions and persuasions,Urban,Male,38,2011
district,141,Religion not stated,Urban,Male,7888,2011
district,142,Hindu,Rural,Male,1155742,2011
district,142,Muslim,Rural,Male,230962,2011
district,142,Christian,Rural,Male,1259,2011
district,142,Sikh,Rural,Male,539,2011
district,142,Buddhist,Rural,Male,272,2011
district,142,Jain,Rural,Male,69,2011
district,142,Other religions and persuasions,Rural,Male,27,2011
district,142,Religion not stated,Rural,Male,1620,2011
district,142,Hindu,Urban,Male,278774,2011
district,142,Muslim,Urban,Male,172119,2011
district,142,Christian,Urban,Male,873,2011
district,142,Sikh,Urban,Male,922,2011
district,142,Buddhist,Urban,Male,115,2011
district,142,Jain,Urban,Male,757,2011
district,142,Other religions and persuasions,Urban,Male,21,2011
district,142,Religion not stated,Urban,Male,1189,2011
district,143,Hindu,Rural,Male,1162915,2011
district,143,Muslim,Rural,Male,135096,2011
district,143,Christian,Rural,Male,1223,2011
district,143,Sikh,Rural,Male,1060,2011
district,143,Buddhist,Rural,Male,1101,2011
district,143,Jain,Rural,Male,140,2011
district,143,Other religions and persuasions,Rural,Male,29,2011
district,143,Religion not stated,Rural,Male,7359,2011
district,143,Hindu,Urban,Male,385236,2011
district,143,Muslim,Urban,Male,247409,2011
district,143,Christian,Urban,Male,2778,2011
district,143,Sikh,Urban,Male,2088,2011
district,143,Buddhist,Urban,Male,259,2011
district,143,Jain,Urban,Male,1332,2011
district,143,Other religions and persuasions,Urban,Male,22,2011
district,143,Religion not stated,Urban,Male,3949,2011
district,144,Hindu,Rural,Male,611037,2011
district,144,Muslim,Rural,Male,46365,2011
district,144,Christian,Rural,Male,396,2011
district,144,Sikh,Rural,Male,114,2011
district,144,Buddhist,Rural,Male,119,2011
district,144,Jain,Rural,Male,169,2011
district,144,Other religions and persuasions,Rural,Male,20,2011
district,144,Religion not stated,Rural,Male,1594,2011
district,144,Hindu,Urban,Male,137409,2011
district,144,Muslim,Urban,Male,37099,2011
district,144,Christian,Urban,Male,314,2011
district,144,Sikh,Urban,Male,165,2011
district,144,Buddhist,Urban,Male,105,2011
district,144,Jain,Urban,Male,488,2011
district,144,Other religions and persuasions,Urban,Male,9,2011
district,144,Religion not stated,Urban,Male,724,2011
district,145,Hindu,Rural,Male,899821,2011
district,145,Muslim,Rural,Male,56603,2011
district,145,Christian,Rural,Male,720,2011
district,145,Sikh,Rural,Male,611,2011
district,145,Buddhist,Rural,Male,353,2011
district,145,Jain,Rural,Male,156,2011
district,145,Other religions and persuasions,Rural,Male,30,2011
district,145,Religion not stated,Rural,Male,3734,2011
district,145,Hindu,Urban,Male,343497,2011
district,145,Muslim,Urban,Male,56954,2011
district,145,Christian,Urban,Male,886,2011
district,145,Sikh,Urban,Male,993,2011
district,145,Buddhist,Urban,Male,113,2011
district,145,Jain,Urban,Male,951,2011
district,145,Other religions and persuasions,Urban,Male,35,2011
district,145,Religion not stated,Urban,Male,1668,2011
district,146,Hindu,Rural,Male,1231371,2011
district,146,Muslim,Rural,Male,46086,2011
district,146,Christian,Rural,Male,827,2011
district,146,Sikh,Rural,Male,490,2011
district,146,Buddhist,Rural,Male,262,2011
district,146,Jain,Rural,Male,1399,2011
district,146,Other religions and persuasions,Rural,Male,11,2011
district,146,Religion not stated,Rural,Male,4738,2011
district,146,Hindu,Urban,Male,871726,2011
district,146,Muslim,Urban,Male,170765,2011
district,146,Christian,Urban,Male,4327,2011
district,146,Sikh,Urban,Male,5938,2011
district,146,Buddhist,Urban,Male,1918,2011
district,146,Jain,Urban,Male,9860,2011
district,146,Other religions and persuasions,Urban,Male,189,2011
district,146,Religion not stated,Urban,Male,15046,2011
district,147,Hindu,Rural,Male,847156,2011
district,147,Muslim,Rural,Male,38957,2011
district,147,Christian,Rural,Male,878,2011
district,147,Sikh,Rural,Male,148,2011
district,147,Buddhist,Rural,Male,1047,2011
district,147,Jain,Rural,Male,965,2011
district,147,Other religions and persuasions,Rural,Male,14,2011
district,147,Religion not stated,Rural,Male,2707,2011
district,147,Hindu,Urban,Male,298621,2011
district,147,Muslim,Urban,Male,125124,2011
district,147,Christian,Urban,Male,946,2011
district,147,Sikh,Urban,Male,815,2011
district,147,Buddhist,Urban,Male,725,2011
district,147,Jain,Urban,Male,9156,2011
district,147,Other religions and persuasions,Urban,Male,21,2011
district,147,Religion not stated,Urban,Male,4766,2011
district,148,Hindu,Rural,Male,806431,2011
district,148,Muslim,Rural,Male,28183,2011
district,148,Christian,Rural,Male,553,2011
district,148,Sikh,Rural,Male,114,2011
district,148,Buddhist,Rural,Male,4499,2011
district,148,Jain,Rural,Male,110,2011
district,148,Other religions and persuasions,Rural,Male,17,2011
district,148,Religion not stated,Rural,Male,2467,2011
district,148,Hindu,Urban,Male,123723,2011
district,148,Muslim,Urban,Male,23878,2011
district,148,Christian,Urban,Male,335,2011
district,148,Sikh,Urban,Male,143,2011
district,148,Buddhist,Urban,Male,177,2011
district,148,Jain,Urban,Male,2080,2011
district,148,Other religions and persuasions,Urban,Male,7,2011
district,148,Religion not stated,Urban,Male,660,2011
district,149,Hindu,Rural,Male,1365331,2011
district,149,Muslim,Rural,Male,254154,2011
district,149,Christian,Rural,Male,2162,2011
district,149,Sikh,Rural,Male,400,2011
district,149,Buddhist,Rural,Male,974,2011
district,149,Jain,Rural,Male,111,2011
district,149,Other religions and persuasions,Rural,Male,41,2011
district,149,Religion not stated,Rural,Male,7203,2011
district,149,Hindu,Urban,Male,177096,2011
district,149,Muslim,Urban,Male,157910,2011
district,149,Christian,Urban,Male,1093,2011
district,149,Sikh,Urban,Male,239,2011
district,149,Buddhist,Urban,Male,93,2011
district,149,Jain,Urban,Male,243,2011
district,149,Other religions and persuasions,Urban,Male,6,2011
district,149,Religion not stated,Urban,Male,703,2011
district,150,Hindu,Rural,Male,1090885,2011
district,150,Muslim,Rural,Male,415796,2011
district,150,Christian,Rural,Male,2440,2011
district,150,Sikh,Rural,Male,9597,2011
district,150,Buddhist,Rural,Male,2003,2011
district,150,Jain,Rural,Male,183,2011
district,150,Other religions and persuasions,Rural,Male,53,2011
district,150,Religion not stated,Rural,Male,9399,2011
district,150,Hindu,Urban,Male,421470,2011
district,150,Muslim,Urban,Male,386726,2011
district,150,Christian,Urban,Male,5266,2011
district,150,Sikh,Urban,Male,5373,2011
district,150,Buddhist,Urban,Male,342,2011
district,150,Jain,Urban,Male,285,2011
district,150,Other religions and persuasions,Urban,Male,123,2011
district,150,Religion not stated,Urban,Male,7724,2011
district,151,Hindu,Rural,Male,665365,2011
district,151,Muslim,Rural,Male,176255,2011
district,151,Christian,Rural,Male,1334,2011
district,151,Sikh,Rural,Male,42387,2011
district,151,Buddhist,Rural,Male,150,2011
district,151,Jain,Rural,Male,45,2011
district,151,Other religions and persuasions,Rural,Male,19,2011
district,151,Religion not stated,Rural,Male,1234,2011
district,151,Hindu,Urban,Male,102728,2011
district,151,Muslim,Urban,Male,79191,2011
district,151,Christian,Urban,Male,485,2011
district,151,Sikh,Urban,Male,2177,2011
district,151,Buddhist,Urban,Male,36,2011
district,151,Jain,Urban,Male,36,2011
district,151,Other religions and persuasions,Urban,Male,5,2011
district,151,Religion not stated,Urban,Male,555,2011
district,152,Hindu,Rural,Male,1111144,2011
district,152,Muslim,Rural,Male,151106,2011
district,152,Christian,Rural,Male,1496,2011
district,152,Sikh,Rural,Male,25170,2011
district,152,Buddhist,Rural,Male,1096,2011
district,152,Jain,Rural,Male,110,2011
district,152,Other religions and persuasions,Rural,Male,17,2011
district,152,Religion not stated,Rural,Male,3575,2011
district,152,Hindu,Urban,Male,183590,2011
district,152,Muslim,Urban,Male,125526,2011
district,152,Christian,Urban,Male,869,2011
district,152,Sikh,Urban,Male,1961,2011
district,152,Buddhist,Urban,Male,143,2011
district,152,Jain,Urban,Male,45,2011
district,152,Other religions and persuasions,Urban,Male,30,2011
district,152,Religion not stated,Urban,Male,525,2011
district,153,Hindu,Rural,Male,1474160,2011
district,153,Muslim,Rural,Male,339463,2011
district,153,Christian,Rural,Male,3372,2011
district,153,Sikh,Rural,Male,47452,2011
district,153,Buddhist,Rural,Male,9322,2011
district,153,Jain,Rural,Male,136,2011
district,153,Other religions and persuasions,Rural,Male,110,2011
district,153,Religion not stated,Rural,Male,6664,2011
district,153,Hindu,Urban,Male,156286,2011
district,153,Muslim,Urban,Male,81972,2011
district,153,Christian,Urban,Male,547,2011
district,153,Sikh,Urban,Male,2431,2011
district,153,Buddhist,Urban,Male,359,2011
district,153,Jain,Urban,Male,103,2011
district,153,Other religions and persuasions,Urban,Male,15,2011
district,153,Religion not stated,Urban,Male,795,2011
district,154,Hindu,Rural,Male,1740445,2011
district,154,Muslim,Rural,Male,342474,2011
district,154,Christian,Rural,Male,2677,2011
district,154,Sikh,Rural,Male,5272,2011
district,154,Buddhist,Rural,Male,1277,2011
district,154,Jain,Rural,Male,161,2011
district,154,Other religions and persuasions,Rural,Male,40,2011
district,154,Religion not stated,Rural,Male,5777,2011
district,154,Hindu,Urban,Male,151714,2011
district,154,Muslim,Urban,Male,122507,2011
district,154,Christian,Urban,Male,721,2011
district,154,Sikh,Urban,Male,837,2011
district,154,Buddhist,Urban,Male,122,2011
district,154,Jain,Urban,Male,564,2011
district,154,Other religions and persuasions,Urban,Male,3,2011
district,154,Religion not stated,Urban,Male,673,2011
district,155,Hindu,Rural,Male,1703198,2011
district,155,Muslim,Rural,Male,189951,2011
district,155,Christian,Rural,Male,2211,2011
district,155,Sikh,Rural,Male,2717,2011
district,155,Buddhist,Rural,Male,3207,2011
district,155,Jain,Rural,Male,130,2011
district,155,Other religions and persuasions,Rural,Male,49,2011
district,155,Religion not stated,Rural,Male,4684,2011
district,155,Hindu,Urban,Male,182250,2011
district,155,Muslim,Urban,Male,100902,2011
district,155,Christian,Urban,Male,870,2011
district,155,Sikh,Urban,Male,295,2011
district,155,Buddhist,Urban,Male,428,2011
district,155,Jain,Urban,Male,93,2011
district,155,Other religions and persuasions,Urban,Male,6,2011
district,155,Religion not stated,Urban,Male,451,2011
district,156,Hindu,Rural,Male,1236559,2011
district,156,Muslim,Rural,Male,110133,2011
district,156,Christian,Rural,Male,1313,2011
district,156,Sikh,Rural,Male,280,2011
district,156,Buddhist,Rural,Male,379,2011
district,156,Jain,Rural,Male,80,2011
district,156,Other religions and persuasions,Rural,Male,8,2011
district,156,Religion not stated,Rural,Male,3145,2011
district,156,Hindu,Urban,Male,199209,2011
district,156,Muslim,Urban,Male,77581,2011
district,156,Christian,Urban,Male,558,2011
district,156,Sikh,Urban,Male,338,2011
district,156,Buddhist,Urban,Male,99,2011
district,156,Jain,Urban,Male,42,2011
district,156,Other religions and persuasions,Urban,Male,6,2011
district,156,Religion not stated,Urban,Male,357,2011
district,157,Hindu,Rural,Male,714290,2011
district,157,Muslim,Rural,Male,94972,2011
district,157,Christian,Rural,Male,1214,2011
district,157,Sikh,Rural,Male,560,2011
district,157,Buddhist,Rural,Male,488,2011
district,157,Jain,Rural,Male,101,2011
district,157,Other religions and persuasions,Rural,Male,56,2011
district,157,Religion not stated,Rural,Male,2071,2011
district,157,Hindu,Urban,Male,1140185,2011
district,157,Muslim,Urban,Male,410956,2011
district,157,Christian,Urban,Male,8865,2011
district,157,Sikh,Urban,Male,12013,2011
district,157,Buddhist,Urban,Male,1588,2011
district,157,Jain,Urban,Male,2407,2011
district,157,Other religions and persuasions,Urban,Male,195,2011
district,157,Religion not stated,Urban,Male,4515,2011
district,158,Hindu,Rural,Male,1425750,2011
district,158,Muslim,Rural,Male,160311,2011
district,158,Christian,Rural,Male,1526,2011
district,158,Sikh,Rural,Male,400,2011
district,158,Buddhist,Rural,Male,291,2011
district,158,Jain,Rural,Male,80,2011
district,158,Other religions and persuasions,Rural,Male,288,2011
district,158,Religion not stated,Rural,Male,3803,2011
district,158,Hindu,Urban,Male,108467,2011
district,158,Muslim,Urban,Male,49776,2011
district,158,Christian,Urban,Male,363,2011
district,158,Sikh,Urban,Male,889,2011
district,158,Buddhist,Urban,Male,102,2011
district,158,Jain,Urban,Male,122,2011
district,158,Other religions and persuasions,Urban,Male,18,2011
district,158,Religion not stated,Urban,Male,356,2011
district,159,Hindu,Rural,Male,694402,2011
district,159,Muslim,Rural,Male,87702,2011
district,159,Christian,Rural,Male,658,2011
district,159,Sikh,Rural,Male,198,2011
district,159,Buddhist,Rural,Male,1592,2011
district,159,Jain,Rural,Male,25,2011
district,159,Other religions and persuasions,Rural,Male,34,2011
district,159,Religion not stated,Rural,Male,690,2011
district,159,Hindu,Urban,Male,160962,2011
district,159,Muslim,Urban,Male,55974,2011
district,159,Christian,Urban,Male,971,2011
district,159,Sikh,Urban,Male,2344,2011
district,159,Buddhist,Urban,Male,107,2011
district,159,Jain,Urban,Male,231,2011
district,159,Other religions and persuasions,Urban,Male,15,2011
district,159,Religion not stated,Urban,Male,335,2011
district,160,Hindu,Rural,Male,646384,2011
district,160,Muslim,Rural,Male,85477,2011
district,160,Christian,Rural,Male,397,2011
district,160,Sikh,Rural,Male,154,2011
district,160,Buddhist,Rural,Male,988,2011
district,160,Jain,Rural,Male,36,2011
district,160,Other religions and persuasions,Rural,Male,24,2011
district,160,Religion not stated,Rural,Male,785,2011
district,160,Hindu,Urban,Male,89076,2011
district,160,Muslim,Urban,Male,57227,2011
district,160,Christian,Urban,Male,249,2011
district,160,Sikh,Urban,Male,117,2011
district,160,Buddhist,Urban,Male,94,2011
district,160,Jain,Urban,Male,269,2011
district,160,Other religions and persuasions,Urban,Male,14,2011
district,160,Religion not stated,Urban,Male,485,2011
district,161,Hindu,Rural,Male,631547,2011
district,161,Muslim,Rural,Male,18921,2011
district,161,Christian,Rural,Male,428,2011
district,161,Sikh,Rural,Male,169,2011
district,161,Buddhist,Rural,Male,785,2011
district,161,Jain,Rural,Male,169,2011
district,161,Other religions and persuasions,Rural,Male,42,2011
district,161,Religion not stated,Rural,Male,679,2011
district,161,Hindu,Urban,Male,149705,2011
district,161,Muslim,Urban,Male,40425,2011
district,161,Christian,Urban,Male,289,2011
district,161,Sikh,Urban,Male,398,2011
district,161,Buddhist,Urban,Male,127,2011
district,161,Jain,Urban,Male,1889,2011
district,161,Other religions and persuasions,Urban,Male,9,2011
district,161,Religion not stated,Urban,Male,274,2011
district,162,Hindu,Rural,Male,581756,2011
district,162,Muslim,Rural,Male,33023,2011
district,162,Christian,Rural,Male,420,2011
district,162,Sikh,Rural,Male,84,2011
district,162,Buddhist,Rural,Male,161,2011
district,162,Jain,Rural,Male,39,2011
district,162,Other religions and persuasions,Rural,Male,231,2011
district,162,Religion not stated,Rural,Male,780,2011
district,162,Hindu,Urban,Male,102778,2011
district,162,Muslim,Urban,Male,20343,2011
district,162,Christian,Urban,Male,137,2011
district,162,Sikh,Urban,Male,105,2011
district,162,Buddhist,Urban,Male,21,2011
district,162,Jain,Urban,Male,84,2011
district,162,Other religions and persuasions,Urban,Male,1,2011
district,162,Religion not stated,Urban,Male,77,2011
district,163,Hindu,Rural,Male,798230,2011
district,163,Muslim,Rural,Male,70114,2011
district,163,Christian,Rural,Male,543,2011
district,163,Sikh,Rural,Male,203,2011
district,163,Buddhist,Rural,Male,370,2011
district,163,Jain,Rural,Male,72,2011
district,163,Other religions and persuasions,Rural,Male,57,2011
district,163,Religion not stated,Rural,Male,1919,2011
district,163,Hindu,Urban,Male,68835,2011
district,163,Muslim,Urban,Male,22528,2011
district,163,Christian,Urban,Male,151,2011
district,163,Sikh,Urban,Male,58,2011
district,163,Buddhist,Urban,Male,62,2011
district,163,Jain,Urban,Male,20,2011
district,163,Other religions and persuasions,Urban,Male,7,2011
district,163,Religion not stated,Urban,Male,86,2011
district,164,Hindu,Rural,Male,784424,2011
district,164,Muslim,Rural,Male,50078,2011
district,164,Christian,Rural,Male,778,2011
district,164,Sikh,Rural,Male,166,2011
district,164,Buddhist,Rural,Male,491,2011
district,164,Jain,Rural,Male,46,2011
district,164,Other religions and persuasions,Rural,Male,13,2011
district,164,Religion not stated,Rural,Male,1264,2011
district,164,Hindu,Urban,Male,1261175,2011
district,164,Muslim,Urban,Male,328116,2011
district,164,Christian,Urban,Male,7339,2011
district,164,Sikh,Urban,Male,15619,2011
district,164,Buddhist,Urban,Male,964,2011
district,164,Jain,Urban,Male,2849,2011
district,164,Other religions and persuasions,Urban,Male,295,2011
district,164,Religion not stated,Urban,Male,6189,2011
district,165,Hindu,Rural,Male,641816,2011
district,165,Muslim,Rural,Male,38286,2011
district,165,Christian,Rural,Male,337,2011
district,165,Sikh,Rural,Male,88,2011
district,165,Buddhist,Rural,Male,1421,2011
district,165,Jain,Rural,Male,100,2011
district,165,Other religions and persuasions,Rural,Male,68,2011
district,165,Religion not stated,Rural,Male,1540,2011
district,165,Hindu,Urban,Male,169876,2011
district,165,Muslim,Urban,Male,51534,2011
district,165,Christian,Urban,Male,256,2011
district,165,Sikh,Urban,Male,162,2011
district,165,Buddhist,Urban,Male,139,2011
district,165,Jain,Urban,Male,41,2011
district,165,Other religions and persuasions,Urban,Male,15,2011
district,165,Religion not stated,Urban,Male,413,2011
district,166,Hindu,Rural,Male,596581,2011
district,166,Muslim,Rural,Male,15823,2011
district,166,Christian,Rural,Male,454,2011
district,166,Sikh,Rural,Male,132,2011
district,166,Buddhist,Rural,Male,445,2011
district,166,Jain,Rural,Male,483,2011
district,166,Other religions and persuasions,Rural,Male,76,2011
district,166,Religion not stated,Rural,Male,1635,2011
district,166,Hindu,Urban,Male,369692,2011
district,166,Muslim,Urban,Male,61176,2011
district,166,Christian,Urban,Male,3045,2011
district,166,Sikh,Urban,Male,2838,2011
district,166,Buddhist,Urban,Male,195,2011
district,166,Jain,Urban,Male,3315,2011
district,166,Other religions and persuasions,Urban,Male,82,2011
district,166,Religion not stated,Urban,Male,1464,2011
district,167,Hindu,Rural,Male,538669,2011
district,167,Muslim,Rural,Male,6389,2011
district,167,Christian,Rural,Male,393,2011
district,167,Sikh,Rural,Male,365,2011
district,167,Buddhist,Rural,Male,21,2011
district,167,Jain,Rural,Male,3168,2011
district,167,Other religions and persuasions,Rural,Male,14,2011
district,167,Religion not stated,Rural,Male,459,2011
district,167,Hindu,Urban,Male,72301,2011
district,167,Muslim,Urban,Male,10999,2011
district,167,Christian,Urban,Male,313,2011
district,167,Sikh,Urban,Male,263,2011
district,167,Buddhist,Urban,Male,16,2011
district,167,Jain,Urban,Male,7468,2011
district,167,Other religions and persuasions,Urban,Male,15,2011
district,167,Religion not stated,Urban,Male,158,2011
district,168,Hindu,Rural,Male,454670,2011
district,168,Muslim,Rural,Male,25548,2011
district,168,Christian,Rural,Male,292,2011
district,168,Sikh,Rural,Male,46,2011
district,168,Buddhist,Rural,Male,37,2011
district,168,Jain,Rural,Male,11,2011
district,168,Other religions and persuasions,Rural,Male,104,2011
district,168,Religion not stated,Rural,Male,665,2011
district,168,Hindu,Urban,Male,89044,2011
district,168,Muslim,Urban,Male,22724,2011
district,168,Christian,Urban,Male,165,2011
district,168,Sikh,Urban,Male,49,2011
district,168,Buddhist,Urban,Male,6,2011
district,168,Jain,Urban,Male,13,2011
district,168,Other religions and persuasions,Urban,Male,31,2011
district,168,Religion not stated,Urban,Male,132,2011
district,169,Hindu,Rural,Male,354720,2011
district,169,Muslim,Rural,Male,12325,2011
district,169,Christian,Rural,Male,230,2011
district,169,Sikh,Rural,Male,73,2011
district,169,Buddhist,Rural,Male,33,2011
district,169,Jain,Rural,Male,33,2011
district,169,Other religions and persuasions,Rural,Male,65,2011
district,169,Religion not stated,Rural,Male,530,2011
district,169,Hindu,Urban,Male,79803,2011
district,169,Muslim,Urban,Male,17728,2011
district,169,Christian,Urban,Male,275,2011
district,169,Sikh,Urban,Male,139,2011
district,169,Buddhist,Urban,Male,10,2011
district,169,Jain,Urban,Male,100,2011
district,169,Other religions and persuasions,Urban,Male,11,2011
district,169,Religion not stated,Urban,Male,283,2011
district,170,Hindu,Rural,Male,757008,2011
district,170,Muslim,Rural,Male,60967,2011
district,170,Christian,Rural,Male,470,2011
district,170,Sikh,Rural,Male,40,2011
district,170,Buddhist,Rural,Male,83,2011
district,170,Jain,Rural,Male,65,2011
district,170,Other religions and persuasions,Rural,Male,31,2011
district,170,Religion not stated,Rural,Male,579,2011
district,170,Hindu,Urban,Male,124335,2011
district,170,Muslim,Urban,Male,21246,2011
district,170,Christian,Urban,Male,287,2011
district,170,Sikh,Urban,Male,93,2011
district,170,Buddhist,Urban,Male,10,2011
district,170,Jain,Urban,Male,418,2011
district,170,Other religions and persuasions,Urban,Male,2,2011
district,170,Religion not stated,Urban,Male,242,2011
district,171,Hindu,Rural,Male,462066,2011
district,171,Muslim,Rural,Male,13922,2011
district,171,Christian,Rural,Male,266,2011
district,171,Sikh,Rural,Male,24,2011
district,171,Buddhist,Rural,Male,43,2011
district,171,Jain,Rural,Male,119,2011
district,171,Other religions and persuasions,Rural,Male,13,2011
district,171,Religion not stated,Rural,Male,341,2011
district,171,Hindu,Urban,Male,46399,2011
district,171,Muslim,Urban,Male,4381,2011
district,171,Christian,Urban,Male,85,2011
district,171,Sikh,Urban,Male,1,2011
district,171,Buddhist,Urban,Male,15,2011
district,171,Jain,Urban,Male,22,2011
district,171,Other religions and persuasions,Urban,Male,3,2011
district,171,Religion not stated,Urban,Male,21,2011
district,172,Hindu,Rural,Male,1083807,2011
district,172,Muslim,Rural,Male,128985,2011
district,172,Christian,Rural,Male,820,2011
district,172,Sikh,Rural,Male,85,2011
district,172,Buddhist,Rural,Male,79,2011
district,172,Jain,Rural,Male,48,2011
district,172,Other religions and persuasions,Rural,Male,15,2011
district,172,Religion not stated,Rural,Male,1851,2011
district,172,Hindu,Urban,Male,117662,2011
district,172,Muslim,Urban,Male,50547,2011
district,172,Christian,Urban,Male,327,2011
district,172,Sikh,Urban,Male,129,2011
district,172,Buddhist,Urban,Male,16,2011
district,172,Jain,Urban,Male,55,2011
district,172,Other religions and persuasions,Urban,Male,2,2011
district,172,Religion not stated,Urban,Male,294,2011
district,173,Hindu,Rural,Male,1307457,2011
district,173,Muslim,Rural,Male,196812,2011
district,173,Christian,Rural,Male,1524,2011
district,173,Sikh,Rural,Male,408,2011
district,173,Buddhist,Rural,Male,3618,2011
district,173,Jain,Rural,Male,249,2011
district,173,Other religions and persuasions,Rural,Male,20,2011
district,173,Religion not stated,Rural,Male,5495,2011
district,173,Hindu,Urban,Male,62132,2011
district,173,Muslim,Urban,Male,26927,2011
district,173,Christian,Urban,Male,376,2011
district,173,Sikh,Urban,Male,314,2011
district,173,Buddhist,Urban,Male,247,2011
district,173,Jain,Urban,Male,151,2011
district,173,Other religions and persuasions,Urban,Male,0,2011
district,173,Religion not stated,Urban,Male,355,2011
district,174,Hindu,Rural,Male,676534,2011
district,174,Muslim,Rural,Male,93631,2011
district,174,Christian,Rural,Male,1012,2011
district,174,Sikh,Rural,Male,236,2011
district,174,Buddhist,Rural,Male,347,2011
district,174,Jain,Rural,Male,168,2011
district,174,Other religions and persuasions,Rural,Male,2,2011
district,174,Religion not stated,Rural,Male,1405,2011
district,174,Hindu,Urban,Male,44331,2011
district,174,Muslim,Urban,Male,20423,2011
district,174,Christian,Urban,Male,106,2011
district,174,Sikh,Urban,Male,35,2011
district,174,Buddhist,Urban,Male,18,2011
district,174,Jain,Urban,Male,118,2011
district,174,Other religions and persuasions,Urban,Male,0,2011
district,174,Religion not stated,Urban,Male,119,2011
district,175,Hindu,Rural,Male,2094704,2011
district,175,Muslim,Rural,Male,229607,2011
district,175,Christian,Rural,Male,2532,2011
district,175,Sikh,Rural,Male,439,2011
district,175,Buddhist,Rural,Male,1912,2011
district,175,Jain,Rural,Male,523,2011
district,175,Other religions and persuasions,Rural,Male,32,2011
district,175,Religion not stated,Rural,Male,11210,2011
district,175,Hindu,Urban,Male,595529,2011
district,175,Muslim,Urban,Male,181793,2011
district,175,Christian,Urban,Male,4426,2011
district,175,Sikh,Urban,Male,1927,2011
district,175,Buddhist,Urban,Male,432,2011
district,175,Jain,Urban,Male,671,2011
district,175,Other religions and persuasions,Urban,Male,140,2011
district,175,Religion not stated,Urban,Male,5930,2011
district,176,Hindu,Rural,Male,1229734,2011
district,176,Muslim,Rural,Male,296601,2011
