geo_level,geo_code,area,workerssex,workers,total,geo_version
district,535,Rural,Male,Main workers,553573,2011
district,535,Urban,Male,Main workers,174474,2011
district,536,Rural,Male,Main workers,0,2011
district,536,Urban,Male,Main workers,861130,2011
district,537,Rural,Male,Main workers,389868,2011
district,537,Urban,Male,Main workers,919106,2011
district,538,Rural,Male,Main workers,886222,2011
district,538,Urban,Male,Main workers,144277,2011
district,539,Rural,Male,Main workers,728457,2011
district,539,Urban,Male,Main workers,160092,2011
district,540,Rural,Male,Main workers,629683,2011
district,540,Urban,Male,Main workers,236121,2011
district,541,Rural,Male,Main workers,564674,2011
district,541,Urban,Male,Main workers,157946,2011
district,542,Rural,Male,Main workers,513437,2011
district,542,Urban,Male,Main workers,106479,2011
district,543,Rural,Male,Main workers,478141,2011
district,543,Urban,Male,Main workers,124370,2011
district,544,Rural,Male,Main workers,543175,2011
district,544,Urban,Male,Main workers,506573,2011
district,545,Rural,Male,Main workers,1041699,2011
district,545,Urban,Male,Main workers,335906,2011
district,546,Rural,Male,Main workers,891408,2011
district,546,Urban,Male,Main workers,208850,2011
district,547,Rural,Male,Main workers,723954,2011
district,547,Urban,Male,Main workers,469476,2011
district,548,Rural,Male,Main workers,898090,2011
district,548,Urban,Male,Main workers,436741,2011
district,549,Rural,Male,Main workers,739063,2011
district,549,Urban,Male,Main workers,169027,2011
district,550,Rural,Male,Main workers,548788,2011
district,550,Urban,Male,Main workers,212490,2011
district,551,Rural,Male,Main workers,490957,2011
district,551,Urban,Male,Main workers,243587,2011
district,552,Rural,Male,Main workers,773536,2011
district,552,Urban,Male,Main workers,280631,2011
district,553,Rural,Male,Main workers,771559,2011
district,553,Urban,Male,Main workers,294023,2011
district,554,Rural,Male,Main workers,781868,2011
district,554,Urban,Male,Main workers,305295,2011
district,555,Rural,Male,Main workers,932494,2011
district,555,Urban,Male,Main workers,305516,2011
district,556,Rural,Male,Main workers,312009,2011
district,556,Urban,Male,Main workers,143401,2011
district,557,Rural,Male,Main workers,400548,2011
district,557,Urban,Male,Main workers,107858,2011
district,558,Rural,Male,Main workers,293463,2011
district,558,Urban,Male,Main workers,90967,2011
district,559,Rural,Male,Main workers,346712,2011
district,559,Urban,Male,Main workers,114709,2011
district,560,Rural,Male,Main workers,272414,2011
district,560,Urban,Male,Main workers,56678,2011
district,561,Rural,Male,Main workers,187224,2011
district,561,Urban,Male,Main workers,94863,2011
district,562,Rural,Male,Main workers,232906,2011
district,562,Urban,Male,Main workers,267994,2011
district,563,Rural,Male,Main workers,277300,2011
district,563,Urban,Male,Main workers,103445,2011
district,564,Rural,Male,Main workers,348798,2011
district,564,Urban,Male,Main workers,89962,2011
district,565,Rural,Male,Main workers,402088,2011
district,565,Urban,Male,Main workers,239593,2011
district,566,Rural,Male,Main workers,360218,2011
district,566,Urban,Male,Main workers,83806,2011
district,567,Rural,Male,Main workers,354534,2011
district,567,Urban,Male,Main workers,149839,2011
district,568,Rural,Male,Main workers,317081,2011
district,568,Urban,Male,Main workers,163915,2011
district,569,Rural,Male,Main workers,220593,2011
district,569,Urban,Male,Main workers,89405,2011
district,570,Rural,Male,Main workers,262318,2011
district,570,Urban,Male,Main workers,63937,2011
district,571,Rural,Male,Main workers,584984,2011
district,571,Urban,Male,Main workers,153140,2011
district,572,Rural,Male,Main workers,269695,2011
district,572,Urban,Male,Main workers,2624258,2011
district,573,Rural,Male,Main workers,432897,2011
district,573,Urban,Male,Main workers,81251,2011
district,574,Rural,Male,Main workers,413617,2011
district,574,Urban,Male,Main workers,99114,2011
district,575,Rural,Male,Main workers,312594,2011
district,575,Urban,Male,Main workers,269904,2011
district,576,Rural,Male,Main workers,140222,2011
district,576,Urban,Male,Main workers,22197,2011
district,577,Rural,Male,Main workers,483222,2011
district,577,Urban,Male,Main workers,323809,2011
district,578,Rural,Male,Main workers,227375,2011
district,578,Urban,Male,Main workers,44746,2011
district,579,Rural,Male,Main workers,395736,2011
district,579,Urban,Male,Main workers,177471,2011
district,580,Rural,Male,Main workers,227172,2011
district,580,Urban,Male,Main workers,49300,2011
district,581,Rural,Male,Main workers,276268,2011
district,581,Urban,Male,Main workers,117908,2011
district,582,Rural,Male,Main workers,269952,2011
district,582,Urban,Male,Main workers,71383,2011
district,583,Rural,Male,Main workers,206882,2011
district,583,Urban,Male,Main workers,75534,2011
district,584,Rural,Male,Main workers,241705,2011
district,584,Urban,Male,Main workers,70913,2011
district,585,Rural,Male,Main workers,71987,2011
district,585,Urban,Male,Main workers,130103,2011
district,586,Rural,Male,Main workers,50055,2011
district,586,Urban,Male,Main workers,104822,2011
district,587,Rural,Male,Main workers,1878,2011
district,587,Urban,Male,Main workers,7259,2011
district,588,Rural,Male,Main workers,173781,2011
district,588,Urban,Male,Main workers,101899,2011
district,589,Rural,Male,Main workers,201976,2011
district,589,Urban,Male,Main workers,337719,2011
district,590,Rural,Male,Main workers,183961,2011
district,590,Urban,Male,Main workers,7450,2011
district,591,Rural,Male,Main workers,198089,2011
district,591,Urban,Male,Main workers,439010,2011
district,592,Rural,Male,Main workers,420379,2011
district,592,Urban,Male,Main workers,328052,2011
district,593,Rural,Male,Main workers,496557,2011
district,593,Urban,Male,Main workers,156925,2011
district,594,Rural,Male,Main workers,235998,2011
district,594,Urban,Male,Main workers,470279,2011
district,595,Rural,Male,Main workers,256499,2011
district,595,Urban,Male,Main workers,556255,2011
district,596,Rural,Male,Main workers,275197,2011
district,596,Urban,Male,Main workers,12369,2011
district,597,Rural,Male,Main workers,333204,2011
district,597,Urban,Male,Main workers,130509,2011
district,598,Rural,Male,Main workers,191272,2011
district,598,Urban,Male,Main workers,243119,2011
district,599,Rural,Male,Main workers,198953,2011
district,599,Urban,Male,Main workers,24689,2011
district,600,Rural,Male,Main workers,269660,2011
district,600,Urban,Male,Main workers,240249,2011
district,601,Rural,Male,Main workers,307552,2011
district,601,Urban,Male,Main workers,388226,2011
district,602,Rural,Male,Main workers,304671,2011
district,602,Urban,Male,Main workers,640607,2011
district,603,Rural,Male,Main workers,0,2011
district,603,Urban,Male,Main workers,1256644,2011
district,604,Rural,Male,Main workers,341586,2011
district,604,Urban,Male,Main workers,675857,2011
district,605,Rural,Male,Main workers,530357,2011
district,605,Urban,Male,Main workers,428751,2011
district,606,Rural,Male,Main workers,492746,2011
district,606,Urban,Male,Main workers,126464,2011
district,607,Rural,Male,Main workers,684347,2011
district,607,Urban,Male,Main workers,122049,2011
district,608,Rural,Male,Main workers,508916,2011
district,608,Urban,Male,Main workers,513501,2011
district,609,Rural,Male,Main workers,297000,2011
district,609,Urban,Male,Main workers,208257,2011
district,610,Rural,Male,Main workers,338995,2011
district,610,Urban,Male,Main workers,354733,2011
district,611,Rural,Male,Main workers,82259,2011
district,611,Urban,Male,Main workers,113063,2011
district,612,Rural,Male,Main workers,377520,2011
district,612,Urban,Male,Main workers,222311,2011
district,613,Rural,Male,Main workers,187801,2011
district,613,Urban,Male,Main workers,126010,2011
district,614,Rural,Male,Main workers,375301,2011
district,614,Urban,Male,Main workers,348810,2011
district,615,Rural,Male,Main workers,118455,2011
district,615,Urban,Male,Main workers,24313,2011
district,616,Rural,Male,Main workers,154523,2011
district,616,Urban,Male,Main workers,18670,2011
district,617,Rural,Male,Main workers,376759,2011
district,617,Urban,Male,Main workers,209309,2011
district,618,Rural,Male,Main workers,275751,2011
district,618,Urban,Male,Main workers,81780,2011
district,619,Rural,Male,Main workers,239469,2011
district,619,Urban,Male,Main workers,62059,2011
district,620,Rural,Male,Main workers,388943,2011
district,620,Urban,Male,Main workers,215811,2011
district,621,Rural,Male,Main workers,336227,2011
district,621,Urban,Male,Main workers,80054,2011
district,622,Rural,Male,Main workers,212459,2011
district,622,Urban,Male,Main workers,99640,2011
district,623,Rural,Male,Main workers,307380,2011
district,623,Urban,Male,Main workers,506706,2011
district,624,Rural,Male,Main workers,155591,2011
district,624,Urban,Male,Main workers,182450,2011
district,625,Rural,Male,Main workers,258942,2011
district,625,Urban,Male,Main workers,276509,2011
district,626,Rural,Male,Main workers,231117,2011
district,626,Urban,Male,Main workers,102225,2011
district,627,Rural,Male,Main workers,225142,2011
district,627,Urban,Male,Main workers,234851,2011
district,628,Rural,Male,Main workers,398814,2011
district,628,Urban,Male,Main workers,392253,2011
district,629,Rural,Male,Main workers,81591,2011
district,629,Urban,Male,Main workers,365304,2011
district,630,Rural,Male,Main workers,333117,2011
district,630,Urban,Male,Main workers,67434,2011
district,631,Rural,Male,Main workers,378263,2011
district,631,Urban,Male,Main workers,116146,2011
district,632,Rural,Male,Main workers,257488,2011
district,632,Urban,Male,Main workers,764840,2011
district,633,Rural,Male,Main workers,300944,2011
district,633,Urban,Male,Main workers,471309,2011
district,634,Rural,Male,Main workers,0,2011
district,634,Urban,Male,Main workers,13233,2011
district,635,Rural,Male,Main workers,68214,2011
district,635,Urban,Male,Main workers,169739,2011
district,636,Rural,Male,Main workers,0,2011
district,636,Urban,Male,Main workers,8295,2011
district,637,Rural,Male,Main workers,22854,2011
district,637,Urban,Male,Main workers,24074,2011
district,638,Rural,Male,Main workers,7948,2011
district,638,Urban,Male,Main workers,0,2011
district,639,Rural,Male,Main workers,25210,2011
district,639,Urban,Male,Main workers,689,2011
district,640,Rural,Male,Main workers,27253,2011
district,640,Urban,Male,Main workers,42519,2011
country,IN,Rural,Male,Marginal workers worked less than 3 months,8697104,2011
country,IN,Urban,Male,Marginal workers worked less than 3 months,1443214,2011
state,1,Rural,Male,Marginal workers worked less than 3 months,191925,2011
state,1,Urban,Male,Marginal workers worked less than 3 months,21698,2011
state,2,Rural,Male,Marginal workers worked less than 3 months,184322,2011
state,2,Urban,Male,Marginal workers worked less than 3 months,2883,2011
state,3,Rural,Male,Marginal workers worked less than 3 months,116756,2011
state,3,Urban,Male,Marginal workers worked less than 3 months,31244,2011
state,4,Rural,Male,Marginal workers worked less than 3 months,99,2011
state,4,Urban,Male,Marginal workers worked less than 3 months,1813,2011
state,5,Rural,Male,Marginal workers worked less than 3 months,97456,2011
state,5,Urban,Male,Marginal workers worked less than 3 months,10232,2011
state,6,Rural,Male,Marginal workers worked less than 3 months,140050,2011
state,6,Urban,Male,Marginal workers worked less than 3 months,36926,2011
state,7,Rural,Male,Marginal workers worked less than 3 months,1506,2011
state,7,Urban,Male,Marginal workers worked less than 3 months,30881,2011
state,8,Rural,Male,Marginal workers worked less than 3 months,600940,2011
state,8,Urban,Male,Marginal workers worked less than 3 months,45914,2011
state,9,Rural,Male,Marginal workers worked less than 3 months,2008759,2011
state,9,Urban,Male,Marginal workers worked less than 3 months,260900,2011
state,10,Rural,Male,Marginal workers worked less than 3 months,1155647,2011
state,10,Urban,Male,Marginal workers worked less than 3 months,67376,2011
state,11,Rural,Male,Marginal workers worked less than 3 months,9453,2011
state,11,Urban,Male,Marginal workers worked less than 3 months,724,2011
state,12,Rural,Male,Marginal workers worked less than 3 months,7786,2011
state,12,Urban,Male,Marginal workers worked less than 3 months,1036,2011
state,13,Rural,Male,Marginal workers worked less than 3 months,39818,2011
state,13,Urban,Male,Marginal workers worked less than 3 months,4209,2011
state,14,Rural,Male,Marginal workers worked less than 3 months,19803,2011
state,14,Urban,Male,Marginal workers worked less than 3 months,5886,2011
state,15,Rural,Male,Marginal workers worked less than 3 months,3458,2011
state,15,Urban,Male,Marginal workers worked less than 3 months,4351,2011
state,16,Rural,Male,Marginal workers worked less than 3 months,26017,2011
state,16,Urban,Male,Marginal workers worked less than 3 months,4699,2011
state,17,Rural,Male,Marginal workers worked less than 3 months,22947,2011
state,17,Urban,Male,Marginal workers worked less than 3 months,1706,2011
state,18,Rural,Male,Marginal workers worked less than 3 months,237373,2011
state,18,Urban,Male,Marginal workers worked less than 3 months,17931,2011
state,19,Rural,Male,Marginal workers worked less than 3 months,873559,2011
state,19,Urban,Male,Marginal workers worked less than 3 months,148342,2011
state,20,Rural,Male,Marginal workers worked less than 3 months,504889,2011
state,20,Urban,Male,Marginal workers worked less than 3 months,40485,2011
state,21,Rural,Male,Marginal workers worked less than 3 months,468828,2011
state,21,Urban,Male,Marginal workers worked less than 3 months,28788,2011
state,22,Rural,Male,Marginal workers worked less than 3 months,257120,2011
state,22,Urban,Male,Marginal workers worked less than 3 months,23259,2011
state,23,Rural,Male,Marginal workers worked less than 3 months,558535,2011
state,23,Urban,Male,Marginal workers worked less than 3 months,79788,2011
state,24,Rural,Male,Marginal workers worked less than 3 months,135865,2011
state,24,Urban,Male,Marginal workers worked less than 3 months,47573,2011
state,25,Rural,Male,Marginal workers worked less than 3 months,170,2011
state,25,Urban,Male,Marginal workers worked less than 3 months,727,2011
state,26,Rural,Male,Marginal workers worked less than 3 months,1449,2011
state,26,Urban,Male,Marginal workers worked less than 3 months,355,2011
state,27,Rural,Male,Marginal workers worked less than 3 months,255873,2011
state,27,Urban,Male,Marginal workers worked less than 3 months,131709,2011
state,29,Rural,Male,Marginal workers worked less than 3 months,168033,2011
state,29,Urban,Male,Marginal workers worked less than 3 months,84152,2011
state,30,Rural,Male,Marginal workers worked less than 3 months,6824,2011
state,30,Urban,Male,Marginal workers worked less than 3 months,5442,2011
state,31,Rural,Male,Marginal workers worked less than 3 months,366,2011
state,31,Urban,Male,Marginal workers worked less than 3 months,1550,2011
state,32,Rural,Male,Marginal workers worked less than 3 months,129276,2011
state,32,Urban,Male,Marginal workers worked less than 3 months,80768,2011
state,33,Rural,Male,Marginal workers worked less than 3 months,217196,2011
state,33,Urban,Male,Marginal workers worked less than 3 months,119367,2011
state,34,Rural,Male,Marginal workers worked less than 3 months,2931,2011
state,34,Urban,Male,Marginal workers worked less than 3 months,2180,2011
state,35,Rural,Male,Marginal workers worked less than 3 months,2979,2011
state,35,Urban,Male,Marginal workers worked less than 3 months,435,2011
district,1,Rural,Male,Marginal workers worked less than 3 months,20700,2011
district,1,Urban,Male,Marginal workers worked less than 3 months,1670,2011
district,2,Rural,Male,Marginal workers worked less than 3 months,8736,2011
district,2,Urban,Male,Marginal workers worked less than 3 months,949,2011
district,3,Rural,Male,Marginal workers worked less than 3 months,663,2011
district,3,Urban,Male,Marginal workers worked less than 3 months,163,2011
district,4,Rural,Male,Marginal workers worked less than 3 months,4491,2011
district,4,Urban,Male,Marginal workers worked less than 3 months,153,2011
district,5,Rural,Male,Marginal workers worked less than 3 months,13205,2011
district,5,Urban,Male,Marginal workers worked less than 3 months,232,2011
district,6,Rural,Male,Marginal workers worked less than 3 months,23707,2011
district,6,Urban,Male,Marginal workers worked less than 3 months,252,2011
district,7,Rural,Male,Marginal workers worked less than 3 months,7870,2011
district,7,Urban,Male,Marginal workers worked less than 3 months,332,2011
district,8,Rural,Male,Marginal workers worked less than 3 months,16698,2011
district,8,Urban,Male,Marginal workers worked less than 3 months,1009,2011
district,9,Rural,Male,Marginal workers worked less than 3 months,7257,2011
district,9,Urban,Male,Marginal workers worked less than 3 months,1248,2011
district,10,Rural,Male,Marginal workers worked less than 3 months,319,2011
district,10,Urban,Male,Marginal workers worked less than 3 months,4567,2011
district,11,Rural,Male,Marginal workers worked less than 3 months,6334,2011
district,11,Urban,Male,Marginal workers worked less than 3 months,534,2011
district,12,Rural,Male,Marginal workers worked less than 3 months,13403,2011
district,12,Urban,Male,Marginal workers worked less than 3 months,1076,2011
district,13,Rural,Male,Marginal workers worked less than 3 months,3204,2011
district,13,Urban,Male,Marginal workers worked less than 3 months,11,2011
district,14,Rural,Male,Marginal workers worked less than 3 months,19363,2011
district,14,Urban,Male,Marginal workers worked less than 3 months,4743,2011
district,15,Rural,Male,Marginal workers worked less than 3 months,8084,2011
district,15,Urban,Male,Marginal workers worked less than 3 months,1494,2011
district,16,Rural,Male,Marginal workers worked less than 3 months,6866,2011
district,16,Urban,Male,Marginal workers worked less than 3 months,136,2011
district,17,Rural,Male,Marginal workers worked less than 3 months,4332,2011
district,17,Urban,Male,Marginal workers worked less than 3 months,15,2011
district,18,Rural,Male,Marginal workers worked less than 3 months,5182,2011
district,18,Urban,Male,Marginal workers worked less than 3 months,25,2011
district,19,Rural,Male,Marginal workers worked less than 3 months,5845,2011
district,19,Urban,Male,Marginal workers worked less than 3 months,366,2011
district,20,Rural,Male,Marginal workers worked less than 3 months,3633,2011
district,20,Urban,Male,Marginal workers worked less than 3 months,159,2011
district,21,Rural,Male,Marginal workers worked less than 3 months,9186,2011
district,21,Urban,Male,Marginal workers worked less than 3 months,2402,2011
district,22,Rural,Male,Marginal workers worked less than 3 months,2847,2011
district,22,Urban,Male,Marginal workers worked less than 3 months,162,2011
district,23,Rural,Male,Marginal workers worked less than 3 months,24350,2011
district,23,Urban,Male,Marginal workers worked less than 3 months,165,2011
district,24,Rural,Male,Marginal workers worked less than 3 months,45511,2011
district,24,Urban,Male,Marginal workers worked less than 3 months,490,2011
district,25,Rural,Male,Marginal workers worked less than 3 months,673,2011
district,25,Urban,Male,Marginal workers worked less than 3 months,0,2011
district,26,Rural,Male,Marginal workers worked less than 3 months,14010,2011
district,26,Urban,Male,Marginal workers worked less than 3 months,131,2011
district,27,Rural,Male,Marginal workers worked less than 3 months,33919,2011
district,27,Urban,Male,Marginal workers worked less than 3 months,115,2011
district,28,Rural,Male,Marginal workers worked less than 3 months,13593,2011
district,28,Urban,Male,Marginal workers worked less than 3 months,102,2011
district,29,Rural,Male,Marginal workers worked less than 3 months,8036,2011
district,29,Urban,Male,Marginal workers worked less than 3 months,311,2011
district,30,Rural,Male,Marginal workers worked less than 3 months,10379,2011
district,30,Urban,Male,Marginal workers worked less than 3 months,153,2011
district,31,Rural,Male,Marginal workers worked less than 3 months,8281,2011
district,31,Urban,Male,Marginal workers worked less than 3 months,292,2011
district,32,Rural,Male,Marginal workers worked less than 3 months,12983,2011
district,32,Urban,Male,Marginal workers worked less than 3 months,103,2011
district,33,Rural,Male,Marginal workers worked less than 3 months,10949,2011
district,33,Urban,Male,Marginal workers worked less than 3 months,1021,2011
district,34,Rural,Male,Marginal workers worked less than 3 months,1638,2011
district,34,Urban,Male,Marginal workers worked less than 3 months,0,2011
district,35,Rural,Male,Marginal workers worked less than 3 months,12673,2011
district,35,Urban,Male,Marginal workers worked less than 3 months,3162,2011
district,36,Rural,Male,Marginal workers worked less than 3 months,2737,2011
district,36,Urban,Male,Marginal workers worked less than 3 months,523,2011
district,37,Rural,Male,Marginal workers worked less than 3 months,5991,2011
district,37,Urban,Male,Marginal workers worked less than 3 months,2836,2011
district,38,Rural,Male,Marginal workers worked less than 3 months,12019,2011
district,38,Urban,Male,Marginal workers worked less than 3 months,2253,2011
district,39,Rural,Male,Marginal workers worked less than 3 months,3206,2011
district,39,Urban,Male,Marginal workers worked less than 3 months,443,2011
district,40,Rural,Male,Marginal workers worked less than 3 months,2562,2011
district,40,Urban,Male,Marginal workers worked less than 3 months,637,2011
district,41,Rural,Male,Marginal workers worked less than 3 months,7719,2011
district,41,Urban,Male,Marginal workers worked less than 3 months,4697,2011
district,42,Rural,Male,Marginal workers worked less than 3 months,5249,2011
district,42,Urban,Male,Marginal workers worked less than 3 months,959,2011
district,43,Rural,Male,Marginal workers worked less than 3 months,11525,2011
district,43,Urban,Male,Marginal workers worked less than 3 months,1972,2011
district,44,Rural,Male,Marginal workers worked less than 3 months,3254,2011
district,44,Urban,Male,Marginal workers worked less than 3 months,835,2011
district,45,Rural,Male,Marginal workers worked less than 3 months,2312,2011
district,45,Urban,Male,Marginal workers worked less than 3 months,845,2011
district,46,Rural,Male,Marginal workers worked less than 3 months,5305,2011
district,46,Urban,Male,Marginal workers worked less than 3 months,1556,2011
district,47,Rural,Male,Marginal workers worked less than 3 months,3742,2011
district,47,Urban,Male,Marginal workers worked less than 3 months,614,2011
district,48,Rural,Male,Marginal workers worked less than 3 months,8713,2011
district,48,Urban,Male,Marginal workers worked less than 3 months,2329,2011
district,49,Rural,Male,Marginal workers worked less than 3 months,7097,2011
district,49,Urban,Male,Marginal workers worked less than 3 months,3089,2011
district,50,Rural,Male,Marginal workers worked less than 3 months,7061,2011
district,50,Urban,Male,Marginal workers worked less than 3 months,252,2011
district,51,Rural,Male,Marginal workers worked less than 3 months,4076,2011
district,51,Urban,Male,Marginal workers worked less than 3 months,950,2011
district,52,Rural,Male,Marginal workers worked less than 3 months,3017,2011
district,52,Urban,Male,Marginal workers worked less than 3 months,1410,2011
district,53,Rural,Male,Marginal workers worked less than 3 months,5911,2011
district,53,Urban,Male,Marginal workers worked less than 3 months,1341,2011
district,54,Rural,Male,Marginal workers worked less than 3 months,2587,2011
district,54,Urban,Male,Marginal workers worked less than 3 months,541,2011
district,55,Rural,Male,Marginal workers worked less than 3 months,99,2011
district,55,Urban,Male,Marginal workers worked less than 3 months,1813,2011
district,56,Rural,Male,Marginal workers worked less than 3 months,2795,2011
district,56,Urban,Male,Marginal workers worked less than 3 months,126,2011
district,57,Rural,Male,Marginal workers worked less than 3 months,6422,2011
district,57,Urban,Male,Marginal workers worked less than 3 months,258,2011
district,58,Rural,Male,Marginal workers worked less than 3 months,3187,2011
district,58,Urban,Male,Marginal workers worked less than 3 months,48,2011
district,59,Rural,Male,Marginal workers worked less than 3 months,10940,2011
district,59,Urban,Male,Marginal workers worked less than 3 months,123,2011
district,60,Rural,Male,Marginal workers worked less than 3 months,6463,2011
district,60,Urban,Male,Marginal workers worked less than 3 months,3249,2011
district,61,Rural,Male,Marginal workers worked less than 3 months,12465,2011
district,61,Urban,Male,Marginal workers worked less than 3 months,309,2011
district,62,Rural,Male,Marginal workers worked less than 3 months,7910,2011
district,62,Urban,Male,Marginal workers worked less than 3 months,356,2011
district,63,Rural,Male,Marginal workers worked less than 3 months,4291,2011
district,63,Urban,Male,Marginal workers worked less than 3 months,51,2011
district,64,Rural,Male,Marginal workers worked less than 3 months,12635,2011
district,64,Urban,Male,Marginal workers worked less than 3 months,211,2011
district,65,Rural,Male,Marginal workers worked less than 3 months,3995,2011
district,65,Urban,Male,Marginal workers worked less than 3 months,99,2011
district,66,Rural,Male,Marginal workers worked less than 3 months,8894,2011
district,66,Urban,Male,Marginal workers worked less than 3 months,1142,2011
district,67,Rural,Male,Marginal workers worked less than 3 months,10707,2011
district,67,Urban,Male,Marginal workers worked less than 3 months,2634,2011
district,68,Rural,Male,Marginal workers worked less than 3 months,6752,2011
district,68,Urban,Male,Marginal workers worked less than 3 months,1626,2011
district,69,Rural,Male,Marginal workers worked less than 3 months,2352,2011
district,69,Urban,Male,Marginal workers worked less than 3 months,738,2011
district,70,Rural,Male,Marginal workers worked less than 3 months,3766,2011
district,70,Urban,Male,Marginal workers worked less than 3 months,1377,2011
district,71,Rural,Male,Marginal workers worked less than 3 months,4721,2011
district,71,Urban,Male,Marginal workers worked less than 3 months,1458,2011
district,72,Rural,Male,Marginal workers worked less than 3 months,4049,2011
district,72,Urban,Male,Marginal workers worked less than 3 months,772,2011
district,73,Rural,Male,Marginal workers worked less than 3 months,5725,2011
district,73,Urban,Male,Marginal workers worked less than 3 months,1377,2011
district,74,Rural,Male,Marginal workers worked less than 3 months,6883,2011
district,74,Urban,Male,Marginal workers worked less than 3 months,2597,2011
district,75,Rural,Male,Marginal workers worked less than 3 months,6090,2011
district,75,Urban,Male,Marginal workers worked less than 3 months,1516,2011
district,76,Rural,Male,Marginal workers worked less than 3 months,9605,2011
district,76,Urban,Male,Marginal workers worked less than 3 months,2846,2011
district,77,Rural,Male,Marginal workers worked less than 3 months,10835,2011
district,77,Urban,Male,Marginal workers worked less than 3 months,1247,2011
district,78,Rural,Male,Marginal workers worked less than 3 months,5732,2011
district,78,Urban,Male,Marginal workers worked less than 3 months,648,2011
district,79,Rural,Male,Marginal workers worked less than 3 months,5249,2011
district,79,Urban,Male,Marginal workers worked less than 3 months,1379,2011
district,80,Rural,Male,Marginal workers worked less than 3 months,10885,2011
district,80,Urban,Male,Marginal workers worked less than 3 months,4405,2011
district,81,Rural,Male,Marginal workers worked less than 3 months,13145,2011
district,81,Urban,Male,Marginal workers worked less than 3 months,1360,2011
district,82,Rural,Male,Marginal workers worked less than 3 months,4082,2011
district,82,Urban,Male,Marginal workers worked less than 3 months,1437,2011
district,83,Rural,Male,Marginal workers worked less than 3 months,6163,2011
district,83,Urban,Male,Marginal workers worked less than 3 months,976,2011
district,84,Rural,Male,Marginal workers worked less than 3 months,11534,2011
district,84,Urban,Male,Marginal workers worked less than 3 months,1170,2011
district,85,Rural,Male,Marginal workers worked less than 3 months,7793,2011
district,85,Urban,Male,Marginal workers worked less than 3 months,694,2011
district,86,Rural,Male,Marginal workers worked less than 3 months,3066,2011
district,86,Urban,Male,Marginal workers worked less than 3 months,3143,2011
district,87,Rural,Male,Marginal workers worked less than 3 months,7319,2011
district,87,Urban,Male,Marginal workers worked less than 3 months,833,2011
district,88,Rural,Male,Marginal workers worked less than 3 months,2631,2011
district,88,Urban,Male,Marginal workers worked less than 3 months,5014,2011
district,89,Rural,Male,Marginal workers worked less than 3 months,8425,2011
district,89,Urban,Male,Marginal workers worked less than 3 months,1939,2011
district,90,Rural,Male,Marginal workers worked less than 3 months,799,2011
district,90,Urban,Male,Marginal workers worked less than 3 months,6664,2011
district,91,Rural,Male,Marginal workers worked less than 3 months,25,2011
district,91,Urban,Male,Marginal workers worked less than 3 months,1722,2011
district,92,Rural,Male,Marginal workers worked less than 3 months,22,2011
district,92,Urban,Male,Marginal workers worked less than 3 months,3957,2011
district,93,Rural,Male,Marginal workers worked less than 3 months,2,2011
district,93,Urban,Male,Marginal workers worked less than 3 months,2639,2011
district,94,Rural,Male,Marginal workers worked less than 3 months,0,2011
district,94,Urban,Male,Marginal workers worked less than 3 months,407,2011
district,95,Rural,Male,Marginal workers worked less than 3 months,0,2011
district,95,Urban,Male,Marginal workers worked less than 3 months,1022,2011
district,96,Rural,Male,Marginal workers worked less than 3 months,27,2011
district,96,Urban,Male,Marginal workers worked less than 3 months,4547,2011
district,97,Rural,Male,Marginal workers worked less than 3 months,607,2011
district,97,Urban,Male,Marginal workers worked less than 3 months,3995,2011
district,98,Rural,Male,Marginal workers worked less than 3 months,24,2011
district,98,Urban,Male,Marginal workers worked less than 3 months,5928,2011
district,99,Rural,Male,Marginal workers worked less than 3 months,14281,2011
district,99,Urban,Male,Marginal workers worked less than 3 months,1456,2011
district,100,Rural,Male,Marginal workers worked less than 3 months,10614,2011
district,100,Urban,Male,Marginal workers worked less than 3 months,870,2011
district,101,Rural,Male,Marginal workers worked less than 3 months,15750,2011
district,101,Urban,Male,Marginal workers worked less than 3 months,1734,2011
district,102,Rural,Male,Marginal workers worked less than 3 months,21077,2011
district,102,Urban,Male,Marginal workers worked less than 3 months,1637,2011
district,103,Rural,Male,Marginal workers worked less than 3 months,31385,2011
district,103,Urban,Male,Marginal workers worked less than 3 months,1729,2011
district,104,Rural,Male,Marginal workers worked less than 3 months,52061,2011
district,104,Urban,Male,Marginal workers worked less than 3 months,1824,2011
district,105,Rural,Male,Marginal workers worked less than 3 months,23043,2011
district,105,Urban,Male,Marginal workers worked less than 3 months,2194,2011
district,106,Rural,Male,Marginal workers worked less than 3 months,27707,2011
district,106,Urban,Male,Marginal workers worked less than 3 months,1167,2011
district,107,Rural,Male,Marginal workers worked less than 3 months,12910,2011
district,107,Urban,Male,Marginal workers worked less than 3 months,646,2011
district,108,Rural,Male,Marginal workers worked less than 3 months,9227,2011
district,108,Urban,Male,Marginal workers worked less than 3 months,964,2011
district,109,Rural,Male,Marginal workers worked less than 3 months,13106,2011
district,109,Urban,Male,Marginal workers worked less than 3 months,563,2011
district,110,Rural,Male,Marginal workers worked less than 3 months,25462,2011
district,110,Urban,Male,Marginal workers worked less than 3 months,7087,2011
district,111,Rural,Male,Marginal workers worked less than 3 months,23567,2011
district,111,Urban,Male,Marginal workers worked less than 3 months,2290,2011
district,112,Rural,Male,Marginal workers worked less than 3 months,20368,2011
