,STATE NAME,DISTRICT NAME,POPULATION,MALES,FEMALES,GROWTH  1991   2001,RURAL,URBAN,SCHEDULED CASTE POPULATION,PERCENTAGE   SC TO TOTAL,NUMBER OF HOUSEHOLDS,HOUSEHOLD SIZE  PER HOUSEHOLD,SEX RATIO  FEMALES PER 1000 MALES,SEX RATIO  0 6 YEARS,SCHEDULED TRIBE POPULATION,PERCENTAGE TO TOTAL POPULATION  ST,PERSONS  LITERATE,MALES  LITERATE,FEMALES  LITERATE,PERSONS  LITERACY RATE,MALES  LITERATACY RATE,FEMALES  LITERACY RATE,TOTAL EDUCATED,DATA WITHOUT LEVEL,BELOW PRIMARY,PRIMARY,MIDDLE,MATRIC HIGHER SECONDARY DIPLOMA,GRADUATE AND ABOVE,X0   4 YEARS,X5   14 YEARS,X15   59 YEARS,X60 YEARS AND ABOVE  INCL  A N S,TOTAL WORKERS,MAIN WORKERS,MARGINAL WORKERS,NON WORKERS,SC 1 NAME,SC 1 POPULATION,SC 2 NAME,SC 2 POPULATION,SC 3 NAME,SC 3 POPULATION,RELIGEON 1 NAME,RELIGEON 1 POPULATION,RELIGEON 2 NAME,RELIGEON 2 POPULATION,RELIGEON 3 NAME,RELIGEON 3 POPULATION,ST 1 NAME,ST 1 POPULATION,ST 2 NAME,ST 2 POPULATION,ST 3 NAME,ST 3 POPULATION,IMP TOWN 1 NAME,IMP TOWN 1 POPULATION,IMP TOWN 2 NAME,IMP TOWN 2 POPULATION,IMP TOWN 3 NAME,IMP TOWN 3 POPULATION,TOTAL INHABITED VILLAGES,DRINKING WATER FACILITIES,SAFE DRINKING WATER,ELECTRICITY  POWER SUPPLY,ELECTRICITY  DOMESTIC,ELECTRICITY  AGRICULTURE,PRIMARY SCHOOL,MIDDLE SCHOOLS,SECONDARY SR SECONDARY SCHOOLS,COLLEGE,MEDICAL FACILITY,PRIMARY HEALTH CENTRE,PRIMARY HEALTH SUB CENTRE,POST  TELEGRAPH AND TELEPHONE FACILITY,BUS SERVICES,PAVED APPROACH ROAD,MUD APPROACH ROAD,PERMANENT HOUSE,SEMI PERMANENT HOUSE,TEMPORARY HOUSE,YEAR
121,NCT OF DELHI,CENTRAL,646385,350831,295554,-1.91,NA,NA,NA,NA,120616.0,5.0,842.0,902.0,NA,NA,450989,255253,195736,79.69,82.73,76.05,450989.0,9341.0,65525.0,101683.0,75263.0,119540.0,79593.0,54916.0,133996.0,415837.0,41636.0,223851,213324,10527,422534,1.Chamar etc.,66663.0,2.Chuhra (Balmiki),20324.0,3.Khatik,13797.0,1.Hindus,423592,2.Muslims,193137,3.Sikhs,17126,No Scheduled Tribes in this area,NA,NA,NA,NA,NA,1.DMC(U) Part,307191.0,2.DMC(U) Part,195556.0,3.DMC(U) Part,140248.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.2,5.4,7.4,2001
122,NCT OF DELHI,WEST,2128908,1163084,965824,47.81,86794.0,NA,NA,NA,432782.0,5.0,830.0,859.0,NA,NA,1533738,884861,648877,83.39,87.85,77.99,1533738.0,13948.0,220759.0,289230.0,222665.0,463594.0,323357.0,198333.0,448086.0,1340763.0,141726.0,720915,686517,34398,1407993,1.Chamar etc.,113072.0,2.Chuhra (Balmiki),58455.0,3.Khatik,33376.0,1.Hindus,1745810,2.Sikhs,247312,3.Muslims,107079,No Scheduled Tribes in this area,NA,NA,NA,NA,NA,1.DMC(U) Part,968505.0,2.DMC(U) Part,469963.0,3.DMC(U) Part,312034.0,9.0,9.0,9.0,9.0,1,1,9.0,7,11,NA,5,NA,NA,9.0,9,9,1,92.0,4.9,3.1,2001
123,NCT OF DELHI,SOUTH WEST,1755041,983615,771426,61.29,225454.0,NA,NA,NA,364511.0,5.0,784.0,845.0,NA,NA,1258033,761917,496116,83.61,89.86,75.55,1258033.0,10007.0,184787.0,237497.0,201038.0,396897.0,227609.0,171609.0,380759.0,1122699.0,79974.0,602546,569836,32710,1152495,1.Chamar etc.,89506.0,2.Chuhra (Balmiki),66947.0,3.Julaha (Weaver),15868.0,1.Hindus,1612169,2.Muslims,76429,3.Sikhs,29470,No Scheduled Tribes in this area,NA,NA,NA,NA,NA,1.DMC(U) Part,695488.0,2.DMC (U) Part,334821.0,3.DMC (U) Part,168990.0,51.0,51.0,47.0,51.0,11,11,49.0,30,50,1,26,2,2,49.0,51,51,3,91.7,5.3,2.9,2001
124,NCT OF DELHI,SOUTH,2267023,1260025,1006998,50.27,160761.0,NA,NA,NA,466444.0,5.0,799.0,887.0,NA,NA,1583540,955438,628102,81.96,88.26,73.94,1583540.0,15744.0,250170.0,313497.0,242046.0,436353.0,325459.0,229058.0,500588.0,1421999.0,115378.0,778558,739173,39385,1488465,1.Chamar etc.,122003.0,2.Chuhra (Balmiki),97323.0,3.Koli,30885.0,1.Hindus,1824645,2.Muslims,314015,3.Sikhs,75102,No Scheduled Tribes in this area,NA,NA,NA,NA,NA,1.DMC (U) Part,714784.0,2.DMC (U) Part,556765.0,3.DMC (U) Part,379138.0,16.0,16.0,16.0,16.0,1,1,12.0,10,14,1,7,2,NA,15.0,16,16,2,92.1,4.7,3.2,2001
125,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,220490,121666,98824,59.2,170027.0,NA,NA,NA,45586.0,5.0,812.0,979.0,137225,62.24,103904,72149,31755,57.63,71.18,40.23,103904.0,1228.0,26108.0,25077.0,15408.0,28169.0,7896.0,29421.0,48337.0,133814.0,8918.0,114122,96184,17938,106368,1.Chamar,1554.0,2.Mahyavanshi etc.,1509.0,3.Bhangi,433.0,1.Hindus,206203,2.Muslims,6524,3.Christians,6058,1.Varli,90847,2.Kokna,21485,3.Dhodia,20537,1.Amli CT,28570.0,2.Silvassa CT,21893.0,NA,NA,70.0,69.0,69.0,69.0,NA,NA,69.0,36,16,1,67,9,37,44.0,60,69,69,45.7,51.6,2.6,2001
126,GOA,NORTH GOA,758573,388502,370071,13.93,416824.0,NA,NA,NA,164129.0,5.0,953.0,937.0,281,0.04,566668,312590,254078,83.52,90.05,76.69,566668.0,9387.0,113407.0,110017.0,93191.0,183788.0,56876.0,57358.0,123907.0,511082.0,66226.0,307628,242190,65438,450945,NA,10255.0,NA,4753.0,NA,1235.0,NA,576848,NA,136390,NA,43383,1.Naikda etc.,104,2.Dubla etc.,76,3.Siddi etc.,55,(M Cl),59066.0,(M Cl),40487.0,(M Cl),17713.0,209.0,209.0,206.0,206.0,NA,NA,188.0,110,104,4,111,6,80,114.0,195,200,127,66.4,31.7,1.9,2001
127,GOA,SOUTH GOA,589095,298746,290349,16.16,260267.0,NA,NA,NA,130683.0,5.0,972.0,937.0,285,0.05,418894,228442,190452,80.06,86.28,73.68,418894.0,8623.0,75499.0,83652.0,66067.0,143627.0,41421.0,46465.0,103496.0,386075.0,53059.0,215227,183115,32112,373868,NA,3315.0,NA,2640.0,NA,520.0,NA,309703,NA,223178,NA,48827,1.Dubla etc.,112,2.Siddi etc.,100,3.Naikda etc.,39,NA,97154.0,NA,78382.0,(M Cl),21407.0,138.0,138.0,137.0,137.0,13,9,120.0,61,68,2,74,5,51,69.0,128,131,124,74.2,23.8,2.0,2001
128,GUJARAT,KACHCHH,1583225,815152,768073,20.9,1108333.0,474892.0,NA,NA,320588.0,5.0,942.0,921.0,130138,8.22,794483,480555,313928,59.79,70.39,48.59,794483.0,12438.0,253685.0,250155.0,104847.0,140506.0,32699.0,176916.0,381035.0,911521.0,113753.0,605599,498186,107413,977626,1.Meghval etc.,129621.0,2.Mahyavansi etc.,24064.0,3.Bhambi etc.,10315.0,1.Hindus,1223254,2.Muslims,329254,3.Jains,23894,1.Koli,95655,2.Vaghri,16974,3.Bhil etc.,7937,1.Gandhidham (M),151693.0,2.Bhuj (M),98528.0,3.Anjar (M),68343.0,886.0,886.0,882.0,863.0,61,21,835.0,NA,105,NA,672,45,170,616.0,841,688,336,83.4,9.0,7.5,2001
129,GUJARAT,BANAS KANTHA,2504244,1297404,1206840,26.31,2228743.0,275501.0,NA,NA,426781.0,6.0,930.0,906.0,205904,8.22,1037619,699080,338539,50.97,66.47,34.4,1037619.0,13753.0,424367.0,308578.0,112479.0,153151.0,24897.0,326948.0,668902.0,1365463.0,142931.0,1092201,830579,261622,1412043,1.Bhambi etc.,158332.0,2.Bhangi etc.,39435.0,3.Mahyavansi etc.,33884.0,1.Hindus,2314123,2.Muslims,170142,3.Jains,18544,1.Bhil etc.,203077,2.Generic Tribes etc.,1830,3.Padhar,185,1.Palanpur (M),110419.0,2.Deesa (M),83382.0,3.Tharad (M),22815.0,1244.0,1242.0,1233.0,1225.0,328,197,1217.0,NA,198,4,523,61,252,954.0,1114,1066,729,49.3,38.8,11.9,2001
130,GUJARAT,PATAN,1182709,612100,570609,14.08,944281.0,238428.0,NA,NA,222630.0,5.0,932.0,865.0,12637,1.07,599082,375588,223494,60.36,73.63,46.33,599082.0,5885.0,215489.0,165823.0,69614.0,121119.0,21088.0,132514.0,276327.0,686947.0,86921.0,533078,395470,137608,649631,1.Bhambi etc.,53851.0,2.Mahyavansi etc.,31292.0,3.Bhangi etc.,17401.0,1.Hindus,1057013,2.Muslims,119748,3.Jains,5136,1.Bhil etc.,11516,2.Generic Tribes etc.,361,3.Bavacha etc.,309,1.Patan (M),112219.0,2.Sidhpur (M),53858.0,3.Radhanpur (M),32191.0,517.0,516.0,513.0,517.0,9,2,514.0,NA,127,6,265,28,208,454.0,485,478,86,63.7,29.3,7.0,2001
131,GUJARAT,MAHESANA,1837892,953842,884050,12.04,1426175.0,411717.0,NA,NA,364447.0,5.0,927.0,800.0,8975,0.49,1188224,698626,489598,75.22,86.2,63.65,1188224.0,9603.0,345067.0,306412.0,160453.0,309309.0,56891.0,179056.0,399174.0,1114802.0,144860.0,828519,665080,163439,1009373,1.Bhambi etc.,50431.0,2.Mahyavansi etc.,46335.0,3.Senva etc.,26782.0,1.Hindus,1714171,2.Muslims,113631,3.Jains,7122,1.Bhil etc.,6532,2.Patelia,872,3.Generic Tribes etc.,403,1.Mahesana (M),99880.0,2.Visnagar (M),65826.0,3.Kadi (M),56240.0,593.0,593.0,593.0,593.0,3,3,589.0,NA,276,5,440,47,272,546.0,593,560,258,74.6,21.0,4.3,2001
132,GUJARAT,SABAR KANTHA,2082531,1069554,1012977,18.3,1857402.0,225129.0,NA,NA,399847.0,5.0,947.0,879.0,420242,20.18,1171555,721203,450352,66.65,80.42,52.3,1171555.0,13244.0,299309.0,296151.0,176084.0,332201.0,53757.0,230011.0,470303.0,1231509.0,150708.0,940437,662249,278188,1142094,1.Bhambi etc.,66546.0,2.Mahyavansi etc.,63639.0,3.Senva etc.,15929.0,1.Hindus,1946780,2.Muslims,117806,3.Jains,11198,1.Bhil etc.,406356,2.Generic Tribes etc.,6176,3.Naikda etc.,4556,1.Himatnagar (M),56464.0,2.Modasa (M),54135.0,3.Idar (M),29002.0,1372.0,1370.0,1368.0,1358.0,187,163,1362.0,NA,544,20,784,69,361,1070.0,1338,1162,763,44.3,44.6,11.1,2001
133,GUJARAT,GANDHINAGAR,1334455,697999,636456,23.88,867195.0,467260.0,NA,NA,269440.0,5.0,912.0,813.0,17681,1.32,879834,522575,357259,76.59,87.74,64.58,879834.0,5710.0,221042.0,214072.0,136174.0,231335.0,71259.0,130223.0,286936.0,830197.0,87099.0,554336,467413,86923,780119,1.Mahyavansi etc.,46606.0,2.Bhambi etc.,40603.0,3.Bhangi etc.,12857.0,1.Hindus,1269766,2.Muslims,50559,3.Jains,7769,1.Bhil etc.,11674,2.Generic Tribes etc.,1271,3.Naikda etc.,867,1.Gandhinagar (NAC),195985.0,2.Kalol (M),100008.0,3.Chandkheda (M),55504.0,291.0,291.0,291.0,291.0,14,14,290.0,NA,177,5,244,23,129,261.0,286,283,154,70.9,24.4,4.7,2001
134,GUJARAT,AHMADABAD,5816519,3074556,2741963,26.61,1152986.0,4663533.0,NA,NA,1150588.0,5.0,892.0,835.0,58035,1,4012140,2318295,1693845,79.5,87.31,70.83,4012140.0,34840.0,816251.0,963479.0,602259.0,1113922.0,479990.0,531956.0,1210381.0,3680817.0,393365.0,2009365,1799126,210239,3807154,1.Mahyavansi etc.,289988.0,2.Bhambi etc.,171544.0,3.Bhangi etc.,87391.0,1.Hindus,4921747,2.Muslims,662799,3.Jains,170093,1.Bhil etc.,33055,2.Padhar,9603,3.Generic Tribes etc.,5639,1.Ahmadabad (M Corp.),3520085.0,2.Vejalpur (M),113445.0,3.Ghatlodiya (M),106684.0,546.0,546.0,542.0,546.0,61,20,542.0,NA,156,NA,428,35,181,488.0,539,540,197,82.9,14.1,3.0,2001
135,GUJARAT,SURENDRANAGAR,1515148,787650,727498,25.34,1112700.0,402448.0,NA,NA,277667.0,5.0,924.0,886.0,14338,0.95,781155,487094,294061,61.61,74.19,48.1,781155.0,7798.0,260586.0,231369.0,119782.0,132242.0,29293.0,173263.0,359042.0,870590.0,112253.0,647609,512038,135571,867539,1.Mahyavansi etc.,83092.0,2.Bhambi etc.,51060.0,3.Bhangi etc.,14289.0,1.Hindus,1392451,2.Muslims,97846,3.Jains,22721,1.Padhar,10916,2.Bhil etc.,2133,3.Generic Tribes etc.,363,1.Surendranagar Dudhrej (M),156161.0,2.Dhrangadhra (M),70663.0,3.Wadhwan (M),61752.0,650.0,649.0,649.0,650.0,2,NA,648.0,NA,111,2,170,30,136,443.0,599,478,172,67.9,23.4,8.7,2001
136,GUJARAT,RAJKOT,3169881,1642018,1527863,25.6,1544019.0,1625862.0,NA,NA,597990.0,5.0,930.0,854.0,13163,0.42,2033946,1166122,867824,74.16,82.61,65.2,2033946.0,19339.0,489497.0,561231.0,341580.0,492263.0,129543.0,297863.0,679812.0,1942470.0,249736.0,1244806,1076436,168370,1925075,1.Mahyavansi etc.,134846.0,2.Bhambi etc.,73355.0,3.Bhangi etc.,20445.0,1.Hindus,2841302,2.Muslims,292676,3.Jains,30629,1.Bhil etc.,7776,2.Patelia,2287,3.Generic Tribes etc.,1100,1.Rajkot (M Corp.),967476.0,2.Morvi (M),145719.0,3.Jetpur Navagadh (M),104312.0,844.0,844.0,844.0,844.0,99,78,842.0,NA,214,1,542,58,341,723.0,830,690,483,85.6,13.1,1.3,2001
137,GUJARAT,JAMNAGAR,1904278,981320,922958,22.39,1068022.0,836256.0,NA,NA,350105.0,5.0,941.0,898.0,10459,0.55,1083696,638101,445595,66.48,76.25,56.18,1083696.0,14273.0,307824.0,317584.0,178293.0,207926.0,57566.0,192652.0,422410.0,1139780.0,149436.0,734382,624057,110325,1169896,1.Mahyavansi etc.,83370.0,2.Bhambi etc.,35152.0,3.Meghval etc.,15716.0,1.Hindus,1605941,2.Muslims,270223,3.Jains,21907,1.Rabari,3821,2.Bhil etc.,2063,3.Siddi,1305,1.Jamnagar (M Corp.),443518.0,2.Navagam Ghed (M),39500.0,3.Khambhalia (M),36479.0,698.0,695.0,694.0,666.0,21,7,666.0,NA,134,3,286,32,212,541.0,626,452,424,87.5,10.6,1.8,2001
138,GUJARAT,PORBANDAR,536835,275821,261014,14.35,275460.0,261375.0,NA,NA,105893.0,5.0,946.0,897.0,6456,1.2,316172,184717,131455,68.62,78.36,58.42,316172.0,3029.0,86630.0,91944.0,58461.0,63064.0,13007.0,54019.0,114022.0,325681.0,43113.0,215134,173594,41540,321701,1.Mahyavansi etc.,37762.0,2.Bhambi etc.,3772.0,3.Bhangi etc.,3524.0,1.Hindus,507176,2.Muslims,28404,3.Jains,589,1.Rabari,5306,2.Bhil etc.,535,3.Charan,212,1.Porbandar (M),133051.0,2.Chhaya (M),38526.0,3.Ranavav (M),24199.0,182.0,182.0,178.0,155.0,8,1,156.0,NA,33,1,130,9,60,132.0,141,132,60,95.2,3.8,1.0,2001
139,GUJARAT,JUNAGADH,2448173,1252350,1195823,17.08,1736645.0,711528.0,NA,NA,432884.0,6.0,955.0,902.0,18832,0.77,1408878,833064,575814,67.78,78.74,56.43,1408878.0,14948.0,396444.0,397552.0,245044.0,293642.0,60977.0,260017.0,556596.0,1447209.0,184351.0,1000842,785530,215312,1447331,1.Mahyavansi etc.,150063.0,2.Bhambi etc.,46360.0,3.Nadia etc.,15056.0,1.Hindus,2165734,2.Muslims,274481,3.Jains,4291,1.Rabari,6290,2.Siddi,6176,3.Bhil etc.,2308,1.Junagadh (M),168515.0,2.Veraval (M),141357.0,3.Keshod (M),63257.0,923.0,922.0,916.0,901.0,38,3,858.0,NA,299,6,803,50,369,743.0,828,765,411,88.7,10.2,1.0,2001
140,GUJARAT,AMRELI,1393918,701593,692325,6.45,1080960.0,312958.0,NA,NA,248677.0,6.0,987.0,892.0,3256,0.23,789978,456025,333953,66.09,76.44,55.78,789978.0,8015.0,272031.0,255693.0,100584.0,133486.0,20031.0,136207.0,333411.0,800409.0,123891.0,600819,470043,130776,793099,1.Mahyavansi etc.,61384.0,2.Bhambi etc.,37790.0,3.Bhangi etc.,9884.0,1.Hindus,1307460,2.Muslims,83077,3.Jains,2309,1.Bhil etc.,1504,2.Generic Tribes etc.,442,3.Patelia,412,1.Amreli (M),90230.0,2.Savarkundla (M),73774.0,3.Rajula (M),32395.0,615.0,614.0,613.0,615.0,102,85,614.0,NA,118,3,383,39,170,520.0,590,535,353,64.8,32.2,2.9,2001
141,GUJARAT,BHAVNAGAR,2469630,1274920,1194710,19.29,1534592.0,935038.0,NA,NA,426001.0,6.0,937.0,881.0,7298,0.3,1368920,828080,540840,66.2,78.02,53.73,1368920.0,17227.0,451513.0,447754.0,176531.0,217579.0,57987.0,276315.0,617608.0,1392303.0,183404.0,944559,781166,163393,1525071,1.Mahyavansi etc.,61591.0,2.Bhambi etc.,53035.0,3.Bhangi etc.,19613.0,1.Hindus,2264062,2.Muslims,172740,3.Jains,28921,1.Bhil etc.,4724,2.Generic Tribes etc.,1032,3.Siddi,279,1.Bhavnagar (M Corp.),511085.0,2.Botad (M),100194.0,3.Mahuva (M),70756.0,790.0,790.0,790.0,789.0,126,104,786.0,NA,122,2,526,46,269,618.0,758,690,281,67.1,27.7,5.1,2001
142,GUJARAT,ANAND,1856872,972000,884872,13.03,1348901.0,507971.0,NA,NA,360808.0,5.0,910.0,848.0,22835,1.23,1193404,717909,475495,74.51,86.09,61.94,1193404.0,8141.0,323092.0,328052.0,163168.0,299294.0,71226.0,178990.0,392524.0,1150704.0,134654.0,784711,617669,167042,1072161,1.Mahyavansi etc.,41280.0,2.Bhambi etc.,28241.0,3.Bhangi etc.,18037.0,1.Hindus,1616127,2.Muslims,199263,3.Christians,29461,1.Bhil etc.,17421,2.Koli Dhor etc.,1272,3.Rathawa,1034,1.Anand (M),130685.0,2.Khambhat (M),80452.0,3.Borsad (M),56548.0,350.0,350.0,350.0,350.0,13,9,350.0,NA,211,2,301,54,181,330.0,346,345,171,53.4,43.0,3.6,2001
143,GUJARAT,KHEDA,2024216,1052823,971393,13.24,1617766.0,406450.0,NA,NA,395493.0,5.0,923.0,875.0,32394,1.6,1243363,769426,473937,71.96,85.99,56.9,1243363.0,11755.0,351172.0,343682.0,180020.0,299712.0,56489.0,207619.0,433219.0,1231913.0,151465.0,908180,694400,213780,1116036,1.Mahyavansi etc.,36909.0,2.Bhambi etc.,29687.0,3.Bhangi etc.,18037.0,1.Hindus,1775214,2.Muslims,218660,3.Christians,23178,1.Bhil etc.,21611,2.Naikda etc.,4124,3.Dhanka etc.,3569,1.Nadiad (M),192913.0,2.Kapadvanj (M),43950.0,3.Chaklasi (M),36101.0,612.0,612.0,612.0,612.0,34,34,612.0,NA,306,6,432,57,285,498.0,559,548,374,44.3,50.2,5.4,2001
144,GUJARAT,PANCH MAHALS,2025277,1044937,980340,20.36,1771915.0,253362.0,NA,NA,360862.0,6.0,938.0,934.0,556000,27.45,1025835,659346,366489,60.92,75.91,44.94,1025835.0,12135.0,302434.0,276113.0,156973.0,239821.0,37261.0,243351.0,489499.0,1147811.0,144616.0,976726,616885,359841,1048551,1.Mahyavansi etc.,42180.0,2.Bhambi etc.,18471.0,3.Bhangi etc.,12766.0,1.Hindus,1897034,2.Muslims,120676,3.Jains,4382,1.Bhil etc.,326103,2.Naikda etc.,120219,3.Rathawa,86895,1.Godhra (M),121879.0,2.Halol (M),41115.0,3.Lunawada (M),33369.0,1201.0,1201.0,1200.0,1201.0,206,104,1182.0,NA,378,8,781,58,318,591.0,1003,963,995,32.0,59.5,8.5,2001
145,GUJARAT,DOHAD,1636433,824208,812225,28.35,1480110.0,156323.0,NA,NA,244009.0,7.0,985.0,966.0,1182509,72.26,588074,385340,202734,45.15,58.88,31.28,588074.0,9252.0,194817.0,145165.0,87404.0,130333.0,20770.0,237608.0,444558.0,864462.0,89805.0,814590,496410,318180,821843,1.Bhangi etc.,10552.0,2.Bhambi etc.,9484.0,3.Mahyavansi etc.,6031.0,1.Hindus,1571017,2.Muslims,52632,3.Christians,8907,1.Bhil etc.,1059350,2.Patelia,79359,3.Naikda etc.,25351,1.Dohad (M),79139.0,2.Jhalod (M),25095.0,3.Devgadbaria (M),19202.0,693.0,693.0,693.0,692.0,79,18,690.0,NA,182,3,580,40,308,315.0,572,572,602,25.4,54.3,20.2,2001
146,GUJARAT,VADODARA,3641802,1897368,1744434,19.8,1995580.0,1646222.0,NA,NA,739276.0,5.0,919.0,885.0,967393,26.56,2228008,1309347,918661,70.76,80.04,60.73,2228008.0,20092.0,544745.0,532329.0,314118.0,596035.0,219863.0,343856.0,760663.0,2277521.0,259762.0,1518845,1202620,316225,2122957,1.Mahyavansi etc.,104004.0,2.Bhambi etc.,42128.0,3.Bhangi etc.,36372.0,1.Hindus,3258593,2.Muslims,317194,3.Jains,31566,1.Rathawa,424195,2.Bhil etc.,269874,3.Dhanka etc.,127003,1.Vadodara (M Corp.),1306227.0,2.Dabhoi (M),54952.0,3.Padra (M),35923.0,1548.0,1548.0,1548.0,1532.0,280,192,1488.0,NA,242,7,1254,72,447,827.0,1114,1134,845,64.1,28.9,6.9,2001
147,GUJARAT,NARMADA,514404,263986,250418,14.4,462298.0,52106.0,NA,NA,104038.0,5.0,949.0,945.0,401654,78.08,259472,161092,98380,59.86,72.44,46.61,259472.0,2940.0,88671.0,72778.0,39196.0,47023.0,8831.0,56690.0,121680.0,299481.0,36553.0,259116,176372,82744,255288,1.Mahyavansi etc.,4238.0,2.Bhambi etc.,3501.0,3.Bhangi etc.,1635.0,1.Hindus,482552,2.Muslims,20429,3.Christians,5122,1.Bhil etc.,301183,2.Dhanka etc.,91879,3.Gamit etc.,3598,1.Rajpipla (M),34923.0,2.Kevadiya (CT),12703.0,3.Vadia (CT),4480.0,552.0,552.0,544.0,530.0,30,4,515.0,NA,58,NA,324,20,128,267.0,318,398,227,20.2,72.0,7.8,2001
148,GUJARAT,BHARUCH,1370656,713676,656980,19.32,1018096.0,352560.0,NA,NA,282677.0,5.0,921.0,917.0,444043,32.4,875519,508240,367279,74.41,82.98,65.11,875519.0,7217.0,245062.0,242665.0,125810.0,203903.0,49957.0,136360.0,298528.0,838899.0,96869.0,570693,469551,101142,799963,1.Mahyavansi etc.,36190.0,2.Bhambi etc.,13803.0,3.Bhangi etc.,9119.0,1.Hindus,1059796,2.Muslims,293459,3.Christians,8824,1.Bhil etc.,371566,2.Dubla etc.,58624,3.Gamit etc.,3695,1.Bharuch (M),148140.0,2.Anklesvar (M),67569.0,3.Jambusar (M),38778.0,657.0,657.0,654.0,656.0,3,2,644.0,NA,136,5,403,31,211,539.0,582,600,274,53.9,43.5,2.6,2001
149,GUJARAT,SURAT,4995174,2722539,2272635,47.04,1999357.0,2995817.0,NA,NA,1027843.0,5.0,835.0,871.0,1408270,28.19,3206404,1914423,1291981,74.65,81.51,66.36,3206404.0,21145.0,749869.0,897529.0,499495.0,847536.0,189593.0,488467.0,1040002.0,3201010.0,265695.0,2182509,1981266,201243,2812665,1.Mahyavansi etc.,87597.0,2.Bhambi etc.,26297.0,3.Mahar etc.,18545.0,1.Hindus,4350795,2.Muslims,447951,3.Jains,86607,1.Gamit etc.,325461,2.Bhil etc.,309253,3.Chaudhri,277380,1.Surat (M Corp) (Part),2433835.0,2.Surat (M Corp.),2433835.0,3.Bardoli (M),51946.0,1167.0,1167.0,1167.0,1165.0,142,86,1134.0,NA,239,9,1040,71,484,873.0,1040,1036,706,66.4,30.8,2.8,2001
150,GUJARAT,THE DANGS,186729,93974,92755,29.58,186729.0,NA,NA,NA,36498.0,5.0,987.0,974.0,175079,93.76,89586,53339,36247,59.65,70.68,48.51,89586.0,1047.0,38529.0,25573.0,11049.0,11161.0,2217.0,26723.0,50300.0,99392.0,10314.0,92993,68599,24394,93736,1.Bhambi etc.,279.0,2.Mahar etc.,210.0,3.Bhangi etc.,149.0,1.Hindus,165436,2.Christians,17760,3.Muslims,2792,1.Kokna etc.,48917,2.Bhil etc.,45901,3.Kunbi,43292,No Urban Area,NA,NA,NA,NA,NA,311.0,311.0,311.0,311.0,251,34,309.0,NA,25,1,258,9,48,78.0,211,185,297,7.9,89.2,2.9,2001
151,GUJARAT,NAVSARI,1229463,628988,600475,13.22,893110.0,336353.0,NA,NA,257161.0,5.0,955.0,915.0,591164,48.08,819146,456108,363038,75.83,82.77,68.61,819146.0,5025.0,199422.0,204846.0,130100.0,227515.0,51890.0,105347.0,246389.0,779087.0,98640.0,545215,457002,88213,684248,1.Mahyavansi etc.,23039.0,2.Bhambi etc.,9439.0,3.Bhangi etc.,2928.0,1.Hindus,1135525,2.Muslims,69972,3.Jains,13575,1.Dhodia,214175,2.Dubla etc.,159445,3.Kokna etc.,114186,1.Navsari (M),134017.0,2.Vijalpor (M),53913.0,NA,NA,374.0,374.0,374.0,374.0,8,8,368.0,NA,148,2,268,30,224,353.0,371,365,205,57.6,40.4,2.0,2001
152,GUJARAT,VALSAD,1410553,734799,675754,29.66,1029392.0,381161.0,NA,NA,289159.0,5.0,920.0,933.0,772405,54.76,833257,489578,343679,69.15,77.9,59.62,833257.0,8035.0,206715.0,200325.0,133866.0,225426.0,58659.0,145699.0,302177.0,870571.0,92106.0,650257,503333,146924,760296,1.Mahyavansi etc.,22261.0,2.Bhambi etc.,8410.0,3.Bhangi etc.,1863.0,1.Hindus,1300005,2.Muslims,66440,3.Christians,15399,1.Dhodia,257959,2.Varli,211937,3.Kokna etc.,123452,1.Vapi (M),71406.0,2.Valsad (M),68679.0,3.Pardi (M),25275.0,450.0,450.0,450.0,425.0,139,11,449.0,NA,115,1,303,31,237,293.0,383,347,267,53.1,44.3,2.6,2001
153,HARYANA,PANCHKULA,468411,256939,211472,51.16,260016.0,NA,NA,NA,92593.0,5.0,823.0,828.0,NA,NA,297795,178592,119203,74.0,80.87,65.65,297795.0,3801.0,50241.0,64345.0,41250.0,89592.0,48484.0,45405.0,101024.0,287808.0,34174.0,178644,150353,28291,289767,1.Chamar etc.,34742.0,2.Balmiki etc.,17167.0,3.Kabirpanthi etc.,7519.0,1.Hindus,410120,2.Sikhs,36194,3.Muslims,18297,No Scheduled Tribes in this area,NA,NA,NA,NA,NA,1.Panchkula Urban Estate (EO),140925.0,2.Kalka (MC),30830.0,3.Pinjore (MC),25410.0,224.0,222.0,222.0,224.0,152,NA,193.0,93,84,2,86,2,37,136.0,136,205,50,76.0,17.2,6.8,2001
